,document_title,question_text,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,yes_no_answer
7423,"[""Alzheimer's disease""]","[""when was the first case of alzheimer's diagnosed""]",until 1901,until 1901,until 1901,until 1901,until 1901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
7424,['Ghaggar-Hakra River'],['tha river of haryana which originates from rajasthan is'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
7425,['List of Silent Hill media'],['how many silent hill movies did they make'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
7426,['The Last of the Mohicans (soundtrack)'],['who wrote the theme to last of the mohicans'],by Dougie MacLean,songwriter Dougie MacLean,by Scottish singer - songwriter Dougie MacLean,by Scottish singer - songwriter Dougie MacLean,songwriter Dougie MacLean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
7427,['Treaty of Versailles'],['who was the german leader who signed the treaty of versailles'],. Gustav Bauer,. Gustav Bauer,. President Friedrich Ebert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
7428,['Ram Pickup'],['1998 dodge ram pickup 2500 quad cab configurations'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
7429,['Fight-or-flight response'],['where is fight or flight in the brain'],", the adrenal medulla",", the adrenal medulla",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
7430,['Gods and Generals (film)'],['who played stonewall jackson in gods and generals'],stars Stephen Lang,stars Stephen Lang,stars Stephen Lang,<Li> Stephen Lang,stars Stephen Lang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
7431,['To the nines'],['where does the phrase dressed to the nines'],be Scots in origin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
7432,['Golden Gate Bridge'],['what color is the golden gate bridge in san francisco'],an orange vermilion called international orange,officially an orange vermilion called international orange,famous International Orange,with red,officially an orange vermilion called international orange,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
7433,['Loggerhead sea turtle'],['how to tell the age of a loggerhead turtle'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
7434,['Mercedes-Benz G-Class'],['what type of car is a g wagon'],The Mercedes - Benz G - Class,The Mercedes - Benz,is a mid-size four - wheel drive luxury SUV manufactured by Magna Steyr ( formerly Steyr - Daimler - Puch ) in Austria and sold by Mercedes - Benz,a mid-size four - wheel drive luxury SUV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
7435,['Angel of the Morning'],['who sings angel of the morning in deadpool'],<P> Juice Newton,<P> Juice Newton,<P> Juice Newton,<P> Juice Newton 's,<P> Juice Newton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
7436,"['Mary, Did You Know?']",['who did kenny rogers sing mary did you know with'],by Wynonna Judd,by Wynonna Judd,by Wynonna Judd,by Wynonna Judd,by Wynonna Judd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
7437,['Keeping Faith (TV series)'],['when is the new series of keeping faith starting'],on 13 February 2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
7438,['Holmes on Homes'],['who pays for work done on holmes makes it right'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
7439,['2017 California wildfires'],['what are the names of the california wildfires'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
7440,['Ray Donovan'],['how many seasons of ray donovan has there been'],"<Td colspan=""1""> 5",<Td> 5,<Td> 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
7441,['History of U.S. foreign policy'],['what was the united states foreign policy after ww1 started'],declared neutrality,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
7442,['End of World War II in Asia'],['when did world war 2 end in the pacific'],on 14 and 15 August 1945,on 14 and 15 August 1945,on 14 and 15 August 1945,on 14 and 15 August 1945,"<Li> September 2 , 1945",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
7443,['The Very Hungry Caterpillar'],['what is the story of the very hungry caterpillar'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
7444,['Look What You Made Me Do'],['taylor swift look what you made do song'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
7445,['A Wrinkle in Time (2018 film)'],['what is a wrinkle in time based on'],on the 1962 novel of the same name by Madeleine L'Engle,on the 1962 novel of the same name by Madeleine L'Engle,on the 1962 novel of the same name by Madeleine L'Engle,on the 1962 novel of the same name by Madeleine L'Engle,on the 1962 novel of the same name by Madeleine L'Engle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
7446,['Japanese dwarf flying squirrel'],['where can i buy a japanese dwarf flying squirrel'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
7447,['List of chief executive officers'],['list of top 50 companies ceo names and chairmans 2018'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
7448,['Seasons in the Sun'],['what is the song season in the sun about'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
7449,['Beretta U22 Neos'],['beretta u22 neos .22 lr semiautomatic single-action pistol'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
7450,['Do Your Ears Hang Low?'],['meaning of song do your ears hang low'],but no conclusive evidence seems to exist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
7451,['List of islands by area'],['is australia the largest island in the world'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO NONE NO NONE NONE
7452,['The Vampire Diaries'],['how many seasons of vampire diaries r there'],<Td> 8,over eight,<Td> 8,over eight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
7453,['Reverse transcriptase'],['has the reverse transcriptase survived the nucleotide synthesis'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
7454,['Marriage Act 1961 (Australia)'],['what is the legal age for marriage in australia'],to 18,to 18,to 18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
7455,['Extreme programming'],['user requirements are expressed as in extreme programming'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
7456,['Jonathan Harris'],['who played doctor smith in lost in space'],<P> Jonathan Harris,<P> Jonathan Harris,<P> Jonathan Harris ( born Jonathan Daniel Charasuchin,<P> Jonathan Harris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
7457,['Just Give Me a Reason'],"[""is pink's husband in learn to love again""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
7458,['Camilla Luddington'],"[""when does jo come in grey's anatomy""]",July 2012,In July 2012,In July 2012,in season 9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
7459,['Heart failure'],['what is the most common cause of right ventricular heart failure'],by pulmonary heart disease,by pulmonary heart disease,is left - sided heart failure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
7460,['Manslaughter in English law'],['what are the four requirements to establish criminal liability for gross negligence manslaughter'],<Li> the defendant owed a duty to the deceased to take care,<Li> the defendant breached this duty,<Li> the breach caused the death of the deceased,"<Li> the defendant 's negligence was gross , that is , it showed such a disregard for the life and safety of others as to amount to a crime and deserve punishment",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
7461,['Judiciary of Australia'],['why do we have a number of courts in australia'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
7462,['Wurtz reaction'],['why dry ether is used in woods reaction'],solution to form a higher alkane,solution to form a higher alkane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
7463,['Thermoregulation'],['describe how thermal regulation is different in ectotherms and endotherms'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
7464,['Roman (surname)'],['where does the last name roman come from'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
7465,['Commercial vehicle'],['is a pick up truck a commercial vehicle'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NO NONE NONE
7466,"[""Pete's Dragon (2016 film)""]","[""where was the new pete's dragon filmed""]",in New Zealand,in New Zealand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
7467,['Marley & Me (film)'],['is it marley and me or marley and i'],<P> Marley & Me,<P> Marley & Me,<P> Marley & Me,. Marley & Me,<P> Marley & Me,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
7468,['First Amendment to the United States Constitution'],['which of the following is guaranteed by the u.s. constitution'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
7469,['A Hologram for the King (film)'],['where was a hologram for the king filmed'],in Morocco,in Hurghada in Egypt,in Berlin and Düsseldorf in Germany,in Morocco,in Hurghada in Egypt,in Berlin,and Düsseldorf in Germany,in Morocco,in Hurghada in Egypt,in Berlin,and Düsseldorf in Germany,in Morocco,in Egypt,in Germany,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
7470,"[""World Teachers' Day""]","[""who inaugurated 'world teachers' day'""]",the UNESCO,/ ILO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
7471,['NOx'],['what are nox and where do they come from'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
7472,['Christ the Redeemer (statue)'],['christ the redeemer rio de janeiro brazil facts'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
7473,['Great Victoria Desert'],['what kind of animals live in the great victoria desert'],vulnerable great desert skink,endangered sandhill dunnart,the crest - tailed mulgara,the southern marsupial mole,the water - holding frog,the chestnut - breasted whiteface,the malleefowl,the dingo,the perentie,the sand goanna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
7474,['Oath of Allegiance (United States)'],['what is the oath that new citizens take'],The United States Oath of Allegiance,"<P> The United States Oath of Allegiance , officially referred to as the `` Oath of Allegiance , ''",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
7475,['Walking Tall (2004 film)'],['where was walking tall with the rock filmed'],"in Squamish , British Columbia , Canada","in Squamish , British Columbia , Canada","in Squamish , British Columbia , Canada",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
7476,['Absorption of water'],['active absorption of water from the soil by the root is mainly affected by'],of ATP,1. SURFACE AREA OF ROOTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
7477,['Origin of replication'],['eukaryotes have how many origins of dna replication'],"with up to 100,000 present in a single human cell","with up to 100,000 present in a single human cell","with up to 100,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
7478,['Nebraska Cornhuskers football'],['when was the last time nebraska football missed a bowl game'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
7479,['Tom Hagen'],['who played tom hagon in the godfather series'],by Robert Duvall,by Robert Duvall,by Robert Duvall,by Robert Duvall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
7480,['Gastrointestinal wall'],['the walls of the stomach and the small intestine have three layers of muscle tissue'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NO
7481,['List of house types'],['what is the shape of a house called'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
7482,['Alkali metal'],['where are alkali metals located on the periodic table'],in the s - block of the periodic table of elements,lies in the s - block,the group 1,in the s - block of the periodic table of elements,lies in the s - block,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
7483,['Octet rule'],['state the octet rule and explain the two ways an element can fulfil this rule'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
7484,['Mum (TV series)'],['who sings the theme tune to mum on bbc2'],by Lulu and the Lampshades,by Lulu and the Lampshades,by Lulu and the Lampshades,by Lulu and the Lampshades,by Lulu and the Lampshades,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
7485,['School holidays in the United States'],['when does the school year end in america'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
7486,"[""I'm a Celebrity...Get Me Out of Here! (UK TV series)""]",['where is im a celebrity get me out of here 2017 filmed'],"in Murwillumbah , New South Wales , Australia","in Murwillumbah , New South Wales , Australia","in Springbrook National Park , near Murwillumbah , New South Wales , Australia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
7487,['I Am Not Your Negro'],['where was i am not your negro filmed'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
7488,['Temple of Vesta'],['who was the temple of vesta built for'],to Vesta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
7489,['List of Denver Nuggets seasons'],['when was the last time the denver nuggets made the playoffs'],<Td> 2012 -- 13,<Td> 2009 -- 10,<Td> 1994 -- 95,<Td> 2012 -- 13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
7490,['Friends (season 8)'],['when did rachel have her baby on friends'],"<Td> May 16 , 2002",<Td> `` The One Where Rachel Has a Baby '',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
7491,['Mayflower'],['who was the captain of the mayflower which brought the pilgrims to plymouth'],: Christopher Jones,: Christopher Jones,: Christopher Jones,: Christopher Jones,for Master Christopher Jones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
7492,['IBM Notes'],['what is the use of ibm lotus notes'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
7493,['Congressional Record'],['must each house of congress publish all of its proceedings'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE YES NO NONE
7494,['History of the New York Jets'],['when was the last time the jets won a playoff game'],and 2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
7495,['Rough Riders'],['what were rough riders in the spanish american war'],"to the 1st United States Volunteer Cavalry , one of three such regiments raised in 1898 for the Spanish -- American War and the only one of the three to see action",to the 1st United States Volunteer Cavalry,was a nickname given to the 1st United States Volunteer Cavalry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
7496,['Colby cheese'],['colby chees is named after a town in what state'],", Wisconsin",", Wisconsin",", Wisconsin",", Wisconsin",", Wisconsin",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
7497,['Monsoon of South Asia'],['describe the role of monsoon in indian climate'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
7498,['Carpenter ant'],['where do carpenter ants live in the world'],ants indigenous to many forested parts of the world,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
7499,['Henry Classification System'],['who devised the fingerprint classification still used today in europe and the us'],by Hem Chandra Bose,", Azizul Haque",and Sir Edward Henry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
7500,['List of highest-income counties in the United States'],['where are the highest average incomes found in north america'],<Td> Virginia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
7501,['Oona Chaplin'],['who plays lady talisa in game of thrones'],as Oona Chaplin,<P> Oona Castilla Chaplin,<P> Oona Castilla Chaplin,<P> Oona Castilla Chaplin,as Oona Chaplin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
7502,['United Kingdom national debt'],['who do uk owe the national debt to'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
7503,['U.S. Route 66 in California'],['where does route 66 start on the west coast'],in Santa Monica on the Pacific Ocean,in Santa Monica on the Pacific Ocean,west in Santa Monica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
7504,['The King of Queens'],"[""who plays carrie's boss on king of queens""]",<Li> Doug Pruzan,by Alex Skuby,<Li> Doug Pruzan,by Alex Skuby,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
7505,['MacBook Pro'],['when did the newest macbook pro come out'],"<Li> June 5 , 2017","on October 27 , 2016","On June 5 , 2017","<Li> June 5 , 2017","<Li> June 5 , 2017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
7506,['1271 Avenue of the Americas'],['1271 avenue of the americas new york ny 10020'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
7507,['Lori Grimes'],['what episode does lori die on the walking dead'],`` Killer Within,episode `` Killer Within '',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
7508,['Sara Gilbert'],['who is the girl that played darlene in roseanne'],<P> Sara Gilbert,<P> Sara Gilbert,<P> Sara Gilbert,<P> Sara Gilbert,<P> Sara Gilbert ( born Sara Rebecca Abeles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
7509,['Incudomalleolar joint'],['what type of joint connects the incus with the malleus'],called incudomallear joint,<P> Incudomalleolar joint ( more correctly called incudomallear joint ) or articulatio incudomallearis,small synovial,is a small synovial joint,small synovial joint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
7510,['List of Presidents of Pakistan'],['who was the first elected president of pakistan'],and JB Talha Khan,<Th> Iskander Mirza,and JB Talha Khan,and JB Talha Khan,and JB Talha Khan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
7511,['Bernese Mountain Dog'],['what is the difference between a bernese mountain dog and a swiss mountain dog'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
7512,['List of Grand National first four placings'],['who came first second and third on the grand national'],<Td> Tiger Roll,<Td> Pleasant Company,<Td> Bless The Wings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
7513,['Airtel Payments Bank Limited'],['what is the account number of airtel payment bank'],) Your Airtel mobile number,) Your Airtel mobile number is also your account number,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
7514,['Homegrown Player Rule (England)'],['how many players on a premier league team'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
7515,['List of Grand National winners'],['when did little polveir win the grand national'],<Td> 1989,<Td> 1989,<Td> 1989,<Td> 1989,<Td> 1989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
7516,['Find Out Who Your Friends Are'],['who sings find out who your friends are with tracy lawrence'],artists Tim McGraw,and Kenny Chesney,from Tim McGraw and Kenny Chesney,from Tim McGraw,and Kenny Chesney,from Tim McGraw,and Kenny Chesney,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
7517,['Spirit in the Sky'],['who did the original spirit in the sky'],by Norman Greenbaum,by Norman Greenbaum,by Norman Greenbaum,by Norman Greenbaum,by Norman Greenbaum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
7518,"['Mexican general election, 2000']",['who was elected president in mexico in 2000'],by Vicente Fox,by Vicente Fox,<P> Vicente Fox,by Vicente Fox,by Vicente Fox,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
7519,['The Blacklist (TV series)'],['how many seasons of the blacklist are there on netflix'],seasons 1 -- 5 in the United States,", 1 -- 4 in Australia , Latin America , Finland , Switzerland , Germany , Sweden , The Netherlands , and Canada",to seasons 1 -- 5 in the United States,", 1 -- 4 in Australia , Latin America , Finland , Switzerland , Germany , Sweden , The Netherlands , and Canada","to seasons 1 -- 5 in the United States , 1 -- 4 in Australia , Latin America , Finland , Switzerland , Germany , Sweden , The Netherlands , and Canada",seasons 1 -- 5 in the United States,", 1 -- 4 in Australia , Latin America , Finland , Switzerland , Germany , Sweden , The Netherlands , and Canada",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
7520,['And Then There Were None'],['who was mr.owen in and then there were none'],<Li> Justice Lawrence John Wargrave,<Li> Justice Lawrence John Wargrave,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
7521,['Michigan–Ohio State football rivalry'],['who has won more national championships michigan or ohio state'],<Th> Michigan,<Th> Michigan,<Th> Michigan,<Td> Michigan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
7522,['List of New England hurricanes'],['when was the last time a hurricane hit massachusetts'],"<Li> November 3 , 2007","<Li> November 3 , 2007","<Li> September 19 - 22 , 2017 -- Tropical Storm Jose",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
7523,['B. R. Ambedkar'],['who is known as the father of indian constitution'],<P> Bhimrao Ramji Ambedkar,<P> Bhimrao Ramji Ambedkar,<P> Bhimrao Ramji Ambedkar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
7524,['Half Rate'],['difference between half rate and full rate in gsm'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
7525,['The Sims 4'],['when did the sims 4 toddlers come out'],"on January 12 , 2017",the January 2017,in the January 2017 patch,the January 2017,the January 2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
7526,['Geothermal gradient'],['in a deep mine temperatures increase with depth at the rate of'],( 28 -- 34 ° F / mi,is about 25 -- 30 ° C / km ( 28 -- 34 ° F / mi ),about 25 -- 30 ° C / km ( 28 -- 34 ° F / mi ) of depth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
7527,['Means to an end'],['who saw culture as a means to an end rather than an end it itself'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
7528,['Use case'],['what is use case model in software engineering'],is a list of actions or event steps typically defining the interactions between a role ( known in the Unified Modeling Language as an actor ) and a system to achieve a goal,is a list of actions or event steps typically defining the interactions between a role ( known in the Unified Modeling Language as an actor ) and a system to achieve a goal,is a list of actions or event steps typically defining the interactions between a role ( known in the Unified Modeling Language as an actor ) and a system to achieve a goal,is a list of actions or event steps typically defining the interactions between a role ( known in the Unified Modeling Language as an actor ) and a system to achieve a goal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
